Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
1129,Jorrel Hato,nl NED,DF,Chelsea,eng Premier League,19.0,2006,22,12,1148,12.8,0,0,0,0,0,0,7,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1129,nl NED,DF,eng Premier League,19,2006,12.8,0,4,0,0.0,0.31,0.00,0.00,,0,0,1395,nl NED,DF,eng Premier League,19,2006,22,1148,52,33.6,12.8,12,77,7,10,23,13,1.32,13,27,-14,-1.10,-1.89,1129,nl NED,DF,eng Premier League,19,2006,12.8,7,0,0,15,2,0,7,17,19,0
1130,Kjetil Haug,no NOR,GK,Toulouse,fr Ligue 1,27.0,1998,1,0,31,0.3,0,0,0,0,0,0,0,0,0.00,66,no NOR,GK,fr Ligue 1,27,1998,1,0,31,0.3,1,2.90,2,1,50.0,0,0,0,0,,0,0,0,0,1130,no NOR,GK,fr Ligue 1,27,1998,0.3,0,0,0,,0.00,0.00,,,0,0,1396,no NOR,GK,fr Ligue 1,27,1998,1,31,31,1.0,0.3,0,,0,1,31,32,3.00,1,1,0,0.00,-0.03,1130,no NOR,GK,fr Ligue 1,27,1998,0.3,0,0,0,0,0,0,0,0,0,0
1131,Kai Havertz,de GER,"FW,MF",Arsenal,eng Premier League,26.0,1999,12,7,581,6.5,2,3,5,2,0,0,1,0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,1131,de GER,"FW,MF",eng Premier League,26,1999,6.5,2,18,4,22.2,2.79,0.62,0.11,0.50,0,0,1397,de GER,"FW,MF",eng Premier League,26,1999,12,581,48,17.0,6.5,7,62,1,5,29,2,2.50,10,4,+6,+0.93,-0.28,1131,de GER,"FW,MF",eng Premier League,26,1999,6.5,1,0,0,8,8,3,6,1,5,0
1132,Ayden Heaven,eng ENG,DF,Manchester Utd,eng Premier League,18.0,2006,17,11,924,10.3,0,1,1,0,0,0,2,0,0.10,,,,,,,,,,,,,,,,,,,,,,,,,1132,eng ENG,DF,eng Premier League,18,2006,10.3,0,3,0,0.0,0.29,0.00,0.00,,0,0,1399,eng ENG,DF,eng Premier League,18,2006,17,924,54,27.0,10.3,11,80,7,6,8,21,2.00,20,15,+5,+0.49,-0.02,1132,eng ENG,DF,eng Premier League,18,2006,10.3,2,0,0,7,9,0,1,1,13,1
1133,Jan Paul van Hecke,nl NED,DF,Brighton,eng Premier League,25.0,2000,36,36,3210,35.7,3,3,6,3,0,0,9,0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,1133,nl NED,DF,eng Premier League,25,2000,35.7,3,23,10,43.5,0.64,0.28,0.13,0.30,0,0,1400,nl NED,DF,eng Premier League,25,2000,36,3210,89,93.9,35.7,36,89,35,0,,0,1.44,52,44,+8,+0.22,+1.08,1133,nl NED,DF,eng Premier League,25,2000,35.7,9,0,0,27,43,4,23,45,31,1
1134,Hwang Hee-chan,kr KOR,"FW,MF",Wolves,eng Premier League,29.0,1996,26,18,1446,16.1,2,2,4,1,1,1,5,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,1134,kr KOR,"FW,MF",eng Premier League,29,1996,16.1,2,19,6,31.6,1.18,0.37,0.05,0.17,1,1,1401,kr KOR,"FW,MF",eng Premier League,29,1996,26,1446,56,42.3,16.1,18,73,1,8,17,7,0.38,10,29,-19,-1.18,-0.18,1134,kr KOR,"FW,MF",eng Premier League,29,1996,16.1,5,0,0,28,18,9,19,12,4,0
1135,Torbjørn Heggem,no NOR,DF,Bologna,it Serie A,26.0,1999,27,23,2113,23.5,0,0,0,0,0,0,0,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1135,no NOR,DF,it Serie A,26,1999,23.5,0,11,2,18.2,0.47,0.09,0.00,0.00,0,0,1402,no NOR,DF,it Serie A,26,1999,27,2113,78,61.8,23.5,23,88,20,4,22,6,1.30,31,31,0,0.00,-0.21,1135,no NOR,DF,it Serie A,26,1999,23.5,0,1,0,31,12,0,1,25,19,0
1136,Gauthier Hein,fr FRA,"MF,FW",Metz,fr Ligue 1,28.0,1996,29,26,2351,26.1,8,7,15,3,5,5,3,1,0.38,,,,,,,,,,,,,,,,,,,,,,,,,1136,fr FRA,"MF,FW",fr Ligue 1,28,1996,26.1,8,44,13,29.5,1.68,0.50,0.07,0.23,5,5,1403,fr FRA,"MF,FW",fr Ligue 1,28,1996,29,2351,81,76.8,26.1,26,87,19,3,29,0,0.45,28,62,-34,-1.30,-0.03,1136,fr FRA,"MF,FW",fr Ligue 1,28,1996,26.1,3,1,1,15,17,4,147,9,10,0
1137,Dominique Heintz,de GER,DF,Köln,de Bundesliga,31.0,1993,9,5,382,4.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1137,de GER,DF,de Bundesliga,31,1993,4.2,0,0,0,,0.00,0.00,,,0,0,1404,de GER,DF,de Bundesliga,31,1993,9,382,42,12.5,4.2,5,63,1,4,17,8,0.89,7,6,+1,+0.24,+0.74,1137,de GER,DF,de Bundesliga,31,1993,4.2,0,0,0,2,4,0,1,5,1,0
1138,Eivind Helland,no NOR,DF,Bologna,it Serie A,20.0,2005,6,6,484,5.4,0,0,0,0,0,0,2,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1138,no NOR,DF,it Serie A,20,2005,5.4,0,1,0,0.0,0.19,0.00,0.00,,0,0,1406,no NOR,DF,it Serie A,20,2005,6,484,81,14.2,5.4,6,81,2,0,,10,1.33,6,8,-2,-0.37,-0.53,1138,no NOR,DF,it Serie A,20,2005,5.4,2,0,0,5,1,0,0,7,5,0
1139,George Hemmings,eng ENG,MF,Aston Villa,eng Premier League,18.0,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1139,eng ENG,MF,eng Premier League,18,2007,0.3,0,1,0,0.0,3.33,0.00,0.00,,0,0,1407,eng ENG,MF,eng Premier League,18,2007,2,27,14,0.8,0.3,0,,0,2,14,10,0.00,1,0,+1,+3.33,+3.17,1139,eng ENG,MF,eng Premier League,18,2007,0.3,0,0,0,1,0,0,0,0,0,0
1140,Dean Henderson,eng ENG,GK,Crystal Palace,eng Premier League,28.0,1997,37,37,3330,37.0,0,0,0,0,0,0,5,0,0.00,67,eng ENG,GK,eng Premier League,28,1997,37,37,3330,37.0,51,1.38,150,104,69.3,11,11,15,11,29.7,6,5,1,0,1140,eng ENG,GK,eng Premier League,28,1997,37.0,0,0,0,,0.00,0.00,,,0,0,1408,eng ENG,GK,eng Premier League,28,1997,37,3330,90,97.4,37.0,37,90,37,0,,0,1.19,41,51,-10,-0.27,-0.27,1140,eng ENG,GK,eng Premier League,28,1997,37.0,5,0,0,2,5,0,0,1,0,0
1141,Jordan Henderson,eng ENG,MF,Brentford,eng Premier League,35.0,1990,32,22,1919,21.3,1,3,4,1,0,0,6,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,1141,eng ENG,MF,eng Premier League,35,1990,21.3,1,6,1,16.7,0.28,0.05,0.17,1.00,0,0,1409,eng ENG,MF,eng Premier League,35,1990,32,1919,60,56.1,21.3,22,79,10,10,18,1,1.41,28,28,0,0.00,-0.18,1141,eng ENG,MF,eng Premier League,35,1990,21.3,6,0,0,13,7,1,48,16,14,0
1142,Ramon Hendriks,nl NED,DF,Stuttgart,de Bundesliga,24.0,2001,31,22,2025,22.5,0,3,3,0,0,0,3,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,1142,nl NED,DF,de Bundesliga,24,2001,22.5,0,5,0,0.0,0.22,0.00,0.00,,0,0,1410,nl NED,DF,de Bundesliga,24,2001,31,2025,65,66.2,22.5,22,86,17,9,14,2,1.77,50,38,+12,+0.53,-0.34,1142,nl NED,DF,de Bundesliga,24,2001,22.5,3,0,0,17,25,0,20,22,15,0
1143,Benjamin Henrichs,de GER,DF,RB Leipzig,de Bundesliga,28.0,1997,17,3,305,3.4,1,0,1,1,0,0,0,0,0.30,,,,,,,,,,,,,,,,,,,,,,,,,1143,de GER,DF,de Bundesliga,28,1997,3.4,1,4,2,50.0,1.18,0.59,0.25,0.50,0,0,1411,de GER,DF,de Bundesliga,28,1997,17,305,18,10.0,3.4,3,62,0,14,8,1,1.94,7,8,-1,-0.30,-0.95,1143,de GER,DF,de Bundesliga,28,1997,3.4,0,0,0,3,1,0,0,4,6,0
1144,Luis Henrique,br BRA,MF,Inter,it Serie A,23.0,2001,30,18,1624,18.0,1,2,3,1,0,0,1,0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,1144,br BRA,MF,it Serie A,23,2001,18.0,1,15,7,46.7,0.83,0.39,0.07,0.14,0,0,1412,br BRA,MF,it Serie A,23,2001,30,1624,54,47.5,18.0,18,75,8,12,23,7,2.47,35,14,+21,+1.16,-0.49,1144,br BRA,MF,it Serie A,23,2001,18.0,1,0,0,5,0,1,39,7,16,0
1145,Rico Henry,jm JAM,DF,Brentford,eng Premier League,28.0,1997,25,14,1328,14.8,0,1,1,0,0,0,2,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,1145,jm JAM,DF,eng Premier League,28,1997,14.8,0,5,0,0.0,0.34,0.00,0.00,,0,0,1413,jm JAM,DF,eng Premier League,28,1997,25,1328,53,38.8,14.8,14,80,6,11,19,4,1.64,28,22,+6,+0.41,+0.54,1145,jm JAM,DF,eng Premier League,28,1997,14.8,2,0,0,15,17,2,26,7,11,0
1146,Pharell Hensel,de GER,MF,Wolfsburg,de Bundesliga,18.0,2007,5,1,69,0.8,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1146,de GER,MF,de Bundesliga,18,2007,0.8,0,1,0,0.0,1.30,0.00,0.00,,0,0,1414,de GER,MF,de Bundesliga,18,2007,5,69,14,2.3,0.8,1,61,0,4,2,10,1.40,0,4,-4,-5.22,-4.62,1146,de GER,MF,de Bundesliga,18,2007,0.8,0,0,0,0,1,0,0,0,1,0
1147,Mads Hermansen,dk DEN,GK,West Ham United,eng Premier League,25.0,2000,18,18,1620,18.0,0,1,1,0,0,0,0,0,0.06,68,dk DEN,GK,eng Premier League,25,2000,18,18,1620,18.0,28,1.56,81,53,66.7,6,4,8,7,38.9,1,1,0,0,1147,dk DEN,GK,eng Premier League,25,2000,18.0,0,0,0,,0.00,0.00,,,0,0,1416,dk DEN,GK,eng Premier League,25,2000,18,1620,90,47.4,18.0,18,90,18,0,,20,1.22,21,28,-7,-0.39,+0.21,1147,dk DEN,GK,eng Premier League,25,2000,18.0,0,0,0,0,2,0,0,0,0,0
1148,Mario Hermoso,es ESP,DF,Roma,it Serie A,30.0,1995,27,25,2085,23.2,3,2,5,3,0,0,9,0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,1148,es ESP,DF,it Serie A,30,1995,23.2,3,20,6,30.0,0.86,0.26,0.15,0.50,0,0,1417,es ESP,DF,it Serie A,30,1995,27,2085,77,61.0,23.2,25,80,14,2,39,2,1.93,32,17,+15,+0.65,-0.23,1148,es ESP,DF,it Serie A,30,1995,23.2,9,0,0,40,19,0,10,30,20,0
1149,Lucas Hernández,fr FRA,DF,Paris Saint-Germain,fr Ligue 1,29.0,1996,25,20,1747,19.4,0,3,3,0,0,0,4,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,1149,fr FRA,DF,fr Ligue 1,29,1996,19.4,0,11,3,27.3,0.57,0.15,0.00,0.00,0,0,1421,fr FRA,DF,fr Ligue 1,29,1996,25,1747,70,57.1,19.4,20,83,15,5,18,9,2.52,43,13,+30,+1.55,+0.52,1149,fr FRA,DF,fr Ligue 1,29,1996,19.4,4,0,0,22,19,0,16,21,14,0
1150,Hernani,br BRA,MF,Parma,it Serie A,31.0,1994,4,0,73,0.8,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1150,br BRA,MF,it Serie A,31,1994,0.8,0,1,0,0.0,1.23,0.00,0.00,,0,0,1422,br BRA,MF,it Serie A,31,1994,4,73,18,2.1,0.8,0,,0,4,18,8,0.50,0,2,-2,-2.47,-2.04,1150,br BRA,MF,it Serie A,31,1994,0.8,0,0,0,2,3,1,2,1,0,0
1151,Jorge Herrando,es ESP,DF,Osasuna,es La Liga,24.0,2001,28,17,1600,17.8,0,1,1,0,0,0,3,0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,1151,es ESP,DF,es La Liga,24,2001,17.8,0,3,0,0.0,0.17,0.00,0.00,,0,0,1424,es ESP,DF,es La Liga,24,2001,28,1600,57,46.8,17.8,17,79,9,11,23,10,1.18,17,26,-9,-0.51,-0.65,1151,es ESP,DF,es La Liga,24,2001,17.8,3,0,0,24,9,0,2,22,15,0
1152,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,32.0,1993,37,37,3284,36.5,0,0,0,0,0,0,3,1,0.00,69,es ESP,GK,es La Liga,32,1993,37,37,3284,36.5,47,1.29,152,113,74.3,11,9,17,7,18.9,8,8,0,0,1152,es ESP,GK,es La Liga,32,1993,36.5,0,0,0,,0.00,0.00,,,0,0,1425,es ESP,GK,es La Liga,32,1993,37,3284,89,96.0,36.5,37,89,36,0,,0,1.14,43,47,-4,-0.11,+1.21,1152,es ESP,GK,es La Liga,32,1993,36.5,3,1,0,3,5,0,0,0,0,0
1153,Yangel Herrera,ve VEN,MF,Girona,es La Liga,27.0,1998,2,2,110,1.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1153,ve VEN,MF,es La Liga,27,1998,1.2,0,1,0,0.0,0.82,0.00,0.00,,0,0,1426,ve VEN,MF,es La Liga,27,1998,2,110,55,3.2,1.2,2,55,0,0,,0,0.00,1,7,-6,-4.91,-4.64,1153,ve VEN,MF,es La Liga,27,1998,1.2,0,0,0,1,3,0,2,1,1,0
1154,Yangel Herrera,ve VEN,MF,Real Sociedad,es La Liga,27.0,1998,12,6,526,5.8,0,0,0,0,0,0,2,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1154,ve VEN,MF,es La Liga,27,1998,5.8,0,5,1,20.0,0.86,0.17,0.00,0.00,0,0,1427,ve VEN,MF,es La Liga,27,1998,12,526,44,15.4,5.8,6,69,2,6,19,4,1.42,11,16,-5,-0.86,-0.95,1154,ve VEN,MF,es La Liga,27,1998,5.8,2,0,0,13,18,2,0,1,6,0
1155,Charles Herrmann,de GER,FW,Gladbach,de Bundesliga,19.0,2006,1,0,5,0.1,0,1,1,0,0,0,0,0,18.00,,,,,,,,,,,,,,,,,,,,,,,,,1155,de GER,FW,de Bundesliga,19,2006,0.1,0,0,0,,0.00,0.00,,,0,0,1429,de GER,FW,de Bundesliga,19,2006,1,5,5,0.2,0.1,0,,0,1,5,5,1.00,1,0,+1,+18.00,+18.35,1155,de GER,FW,de Bundesliga,19,2006,0.1,0,0,0,1,0,0,1,1,0,0
1156,Daniel Heuer Fernandes,pt POR,GK,Hamburger SV,de Bundesliga,32.0,1992,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.00,70,pt POR,GK,de Bundesliga,32,1992,33,33,2970,33.0,53,1.61,150,105,68.7,9,10,14,6,18.2,10,6,2,2,1156,pt POR,GK,de Bundesliga,32,1992,33.0,0,1,0,0.0,0.03,0.00,0.00,,0,0,1431,pt POR,GK,de Bundesliga,32,1992,33,2970,90,97.1,33.0,33,90,33,0,,1,1.12,39,53,-14,-0.42,-0.42,1156,pt POR,GK,de Bundesliga,32,1992,33.0,3,0,0,0,4,0,0,0,0,0
1157,Aaron Hickey,sct SCO,"DF,MF",Brentford,eng Premier League,23.0,2002,21,8,690,7.7,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1157,sct SCO,"DF,MF",eng Premier League,23,2002,7.7,0,6,1,16.7,0.78,0.13,0.00,0.00,0,0,1432,sct SCO,"DF,MF",eng Premier League,23,2002,21,690,33,20.2,7.7,8,68,1,13,11,8,1.48,9,9,0,0.00,-0.10,1157,sct SCO,"DF,MF",eng Premier League,23,2002,7.7,1,0,0,7,9,0,4,8,7,0
1158,Santiago Hidalgo,ar ARG,"MF,FW",Toulouse,fr Ligue 1,20.0,2005,29,15,1396,15.5,4,6,10,4,0,0,4,0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,1158,ar ARG,"MF,FW",fr Ligue 1,20,2005,15.5,4,34,14,41.2,2.19,0.90,0.12,0.29,0,0,1433,ar ARG,"MF,FW",fr Ligue 1,20,2005,29,1396,48,45.6,15.5,15,75,4,14,20,4,1.41,28,15,+13,+0.84,+1.49,1158,ar ARG,"MF,FW",fr Ligue 1,20,2005,15.5,4,0,0,41,30,8,12,8,20,0
1159,Isak Hien,se SWE,DF,Atalanta,it Serie A,26.0,1999,28,20,1970,21.9,1,0,1,1,0,0,5,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,1159,se SWE,DF,it Serie A,26,1999,21.9,1,9,3,33.3,0.41,0.14,0.11,0.33,0,0,1434,se SWE,DF,it Serie A,26,1999,28,1970,70,57.6,21.9,20,87,18,8,30,4,1.57,28,24,+4,+0.18,-0.50,1159,se SWE,DF,it Serie A,26,1999,21.9,5,0,0,36,21,0,0,29,34,1
1160,Asier Hierro,es ESP,FW,Athletic Club,es La Liga,20.0,2005,1,0,34,0.4,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1160,es ESP,FW,es La Liga,20,2005,0.4,0,1,0,0.0,2.65,0.00,0.00,,0,0,1435,es ESP,FW,es La Liga,20,2005,1,34,34,1.0,0.4,0,,0,1,34,2,0.00,0,0,0,0.00,+0.40,1160,es ESP,FW,es La Liga,20,2005,0.4,0,0,0,0,0,0,0,0,0,0
1161,Omar El Hilali,ma MAR,DF,Espanyol,es La Liga,21.0,2003,36,32,2826,31.4,0,2,2,0,0,0,9,0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,1161,ma MAR,DF,es La Liga,21,2003,31.4,0,1,0,0.0,0.03,0.00,0.00,,0,0,1436,ma MAR,DF,es La Liga,21,2003,36,2826,79,82.6,31.4,32,87,26,4,13,1,1.28,34,46,-12,-0.38,-0.38,1161,ma MAR,DF,es La Liga,21,2003,31.4,9,0,0,44,24,3,57,39,55,0
1162,James Hill,eng ENG,DF,Bournemouth,eng Premier League,23.0,2002,29,22,2106,23.4,0,3,3,0,0,0,5,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,1162,eng ENG,DF,eng Premier League,23,2002,23.4,0,12,2,16.7,0.51,0.09,0.00,0.00,0,0,1437,eng ENG,DF,eng Premier League,23,2002,29,2106,73,61.6,23.4,22,88,20,7,23,5,1.76,34,24,+10,+0.43,+0.84,1162,eng ENG,DF,eng Premier League,23,2002,23.4,5,0,0,17,13,2,11,37,20,2
1163,Rémi Himbert,fr FRA,FW,Lyon,fr Ligue 1,17.0,2008,6,1,131,1.5,1,0,1,1,0,0,0,0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,1163,fr FRA,FW,fr Ligue 1,17,2008,1.5,1,10,1,10.0,6.87,0.69,0.10,1.00,0,0,1438,fr FRA,FW,fr Ligue 1,17,2008,6,131,22,4.3,1.5,1,81,0,5,10,2,1.67,1,3,-2,-1.37,-1.83,1163,fr FRA,FW,fr Ligue 1,17,2008,1.5,0,0,0,2,4,0,2,0,3,0
1164,Piero Hincapié,ec ECU,DF,Arsenal,eng Premier League,23.0,2002,25,20,1792,19.9,1,2,3,1,0,0,2,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,1164,ec ECU,DF,eng Premier League,23,2002,19.9,1,3,2,66.7,0.15,0.10,0.33,0.50,0,0,1439,ec ECU,DF,eng Premier League,23,2002,25,1792,72,52.4,19.9,20,85,15,5,18,5,2.32,41,19,+22,+1.10,-0.11,1164,ec ECU,DF,eng Premier League,23,2002,19.9,2,0,0,18,14,1,33,26,26,1
1165,Piero Hincapié,ec ECU,DF,Leverkusen,de Bundesliga,23.0,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1165,ec ECU,DF,de Bundesliga,23,2002,1.0,0,2,1,50.0,2.00,1.00,0.00,0.00,0,0,1440,ec ECU,DF,de Bundesliga,23,2002,1,90,90,2.9,1.0,1,90,1,0,,1,0.00,1,2,-1,-1.00,-1.67,1165,ec ECU,DF,de Bundesliga,23,2002,1.0,0,0,0,2,0,0,0,2,0,0
1166,Jack Hinshelwood,eng ENG,MF,Brighton,eng Premier League,20.0,2005,27,20,1741,19.3,4,3,7,4,0,0,0,0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,1166,eng ENG,MF,eng Premier League,20,2005,19.3,4,37,15,40.5,1.91,0.78,0.11,0.27,0,0,1442,eng ENG,MF,eng Premier League,20,2005,27,1741,64,50.9,19.3,20,76,4,7,32,2,1.33,23,23,0,0.00,-0.32,1166,eng ENG,MF,eng Premier League,20,2005,19.3,0,0,0,32,12,2,7,6,13,1
1167,Adam Hložek,cz CZE,"FW,MF",Hoffenheim,de Bundesliga,23.0,2002,5,0,41,0.5,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1167,cz CZE,"FW,MF",de Bundesliga,23,2002,0.5,0,3,1,33.3,6.59,2.20,0.00,0.00,0,0,1443,cz CZE,"FW,MF",de Bundesliga,23,2002,5,41,8,1.3,0.5,0,,0,5,8,1,1.40,0,3,-3,-6.59,-7.06,1167,cz CZE,"FW,MF",de Bundesliga,23,2002,0.5,0,0,0,0,1,0,0,0,0,0
1168,Ki-Jana Hoever,nl NED,"MF,DF",Wolves,eng Premier League,23.0,2002,8,6,425,4.7,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1168,nl NED,"MF,DF",eng Premier League,23,2002,4.7,0,1,1,100.0,0.21,0.21,0.00,0.00,0,0,1444,nl NED,"MF,DF",eng Premier League,23,2002,8,425,53,12.4,4.7,6,65,0,2,17,9,0.00,3,13,-10,-2.12,-1.19,1168,nl NED,"MF,DF",eng Premier League,23,2002,4.7,0,0,0,3,3,1,22,5,11,0
1169,Nicolas Höfler,de GER,MF,Freiburg,de Bundesliga,35.0,1990,13,2,291,3.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1169,de GER,MF,de Bundesliga,35,1990,3.2,0,4,2,50.0,1.24,0.62,0.00,0.00,0,0,1445,de GER,MF,de Bundesliga,35,1990,13,291,22,9.5,3.2,2,71,0,11,14,17,1.54,8,10,-2,-0.62,-0.49,1169,de GER,MF,de Bundesliga,35,1990,3.2,0,0,0,6,3,0,0,2,6,0
1170,Jonas Hofmann,de GER,MF,Leverkusen,de Bundesliga,33.0,1992,23,11,1013,11.3,2,2,4,2,0,0,3,0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,1170,de GER,MF,de Bundesliga,33,1992,11.3,2,23,7,30.4,2.04,0.62,0.09,0.29,0,0,1446,de GER,MF,de Bundesliga,33,1992,23,1013,44,33.1,11.3,11,72,3,12,19,8,1.65,21,10,+11,+0.98,+0.54,1170,de GER,MF,de Bundesliga,33,1992,11.3,3,0,0,4,9,2,37,2,10,0
1171,Malthe Hojholt,dk DEN,MF,Pisa,it Serie A,24.0,2001,17,9,850,9.4,0,0,0,0,0,0,2,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1171,dk DEN,MF,it Serie A,24,2001,9.4,0,4,2,50.0,0.42,0.21,0.00,0.00,0,0,1447,dk DEN,MF,it Serie A,24,2001,17,850,50,24.9,9.4,9,68,2,8,30,21,0.53,7,23,-16,-1.69,-0.68,1171,dk DEN,MF,it Serie A,24,2001,9.4,2,0,0,13,5,0,4,9,8,0
1172,Lucas Höler,de GER,"FW,MF",Freiburg,de Bundesliga,31.0,1994,33,25,2037,22.6,3,1,4,3,0,0,4,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,1172,de GER,"FW,MF",de Bundesliga,31,1994,22.6,3,33,15,45.5,1.46,0.66,0.09,0.20,0,0,1448,de GER,"FW,MF",de Bundesliga,31,1994,33,2037,62,66.6,22.6,25,78,10,8,12,1,1.33,28,43,-15,-0.66,-1.45,1172,de GER,"FW,MF",de Bundesliga,31,1994,22.6,4,0,0,30,30,12,8,11,12,0
1173,Benedict Hollerbach,de GER,"FW,MF",Mainz 05,de Bundesliga,24.0,2001,14,13,872,9.7,1,3,4,1,0,0,0,0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,1173,de GER,"FW,MF",de Bundesliga,24,2001,9.7,1,22,6,27.3,2.27,0.62,0.05,0.17,0,0,1449,de GER,"FW,MF",de Bundesliga,24,2001,14,872,62,28.5,9.7,13,66,0,1,14,0,0.79,12,15,-3,-0.31,-0.06,1173,de GER,"FW,MF",de Bundesliga,24,2001,9.7,0,0,0,18,12,5,20,1,8,0
1174,Emil Holm,se SWE,DF,Bologna,it Serie A,25.0,2000,11,8,655,7.3,1,4,5,1,0,0,3,1,0.69,,,,,,,,,,,,,,,,,,,,,,,,,1174,se SWE,DF,it Serie A,25,2000,7.3,1,8,1,12.5,1.10,0.14,0.13,1.00,0,0,1451,se SWE,DF,it Serie A,25,2000,11,655,60,19.2,7.3,8,78,2,3,11,5,1.36,14,9,+5,+0.69,+0.75,1174,se SWE,DF,it Serie A,25,2000,7.3,3,1,1,11,14,0,23,7,13,0
1175,Emil Holm,se SWE,MF,Juventus,it Serie A,25.0,2000,7,2,230,2.6,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1175,se SWE,MF,it Serie A,25,2000,2.6,0,5,1,20.0,1.96,0.39,0.00,0.00,0,0,1452,se SWE,MF,it Serie A,25,2000,7,230,33,6.7,2.6,2,58,0,5,23,3,2.00,3,3,0,0.00,-0.76,1175,se SWE,MF,it Serie A,25,2000,2.6,0,0,0,0,5,0,6,3,5,0
1176,Franck Honorat,fr FRA,"MF,FW",Gladbach,de Bundesliga,28.0,1996,28,24,1977,22.0,2,6,8,2,0,0,0,0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,1176,fr FRA,"MF,FW",de Bundesliga,28,1996,22.0,2,17,5,29.4,0.77,0.23,0.12,0.40,0,0,1453,fr FRA,"MF,FW",de Bundesliga,28,1996,28,1977,71,64.6,22.0,24,78,8,4,29,0,1.18,24,32,-8,-0.36,-0.11,1176,fr FRA,"MF,FW",de Bundesliga,28,1996,22.0,0,0,0,12,6,10,134,5,13,0
